# tab-separated: slug<TAB>gist_id. Secret gists, one per paper.
# publish.py appends a row on the first push. Commit this file so the
# URL stays stable forever.
agent-memory-as-harness-engineering-how-a-production-agent-l	c0ac86684bd73275b14c574db5dbd9bc
creatine-supplementation-for-preventing-muscle-loss-during-a	bed6024088d53ea830c0956502dd18a6
exit-conditions-in-production-agent-loops	932f35e14312b540da8a49c376c2dc1a
loop-engineering-best-practices	8d4827b3253e07fd54c5a19fa159cc73
